loss,Softmax_loss,FTGenerator_loss,Softmax_accuracy,val_loss,val_Softmax_loss,val_FTGenerator_loss,val_Softmax_accuracy,lr
0.5330074429512024,0.3429291546344757,0.010883964598178864,0.8861607313156128,0.7392147779464722,1.3563035726547241,0.008209983818233013,0.0,0.1
0.14516808092594147,0.18308547139167786,0.007901793345808983,0.9390003085136414,1.1956499814987183,2.298356533050537,0.008120918646454811,0.0,0.1
0.12618407607078552,0.15633825957775116,0.007905051112174988,0.9487166404724121,1.5347652435302734,2.976740837097168,0.008253813721239567,0.03314393758773804,0.1
0.11255703866481781,0.13483400642871857,0.007897895760834217,0.9561467170715332,0.12200374156236649,0.15367034077644348,0.008495543152093887,1.0,0.1
0.10778748989105225,0.12557226419448853,0.007885235361754894,0.9606152176856995,0.10074252635240555,0.11603701114654541,0.008595275692641735,0.9924242496490479,0.1
0.09830164164304733,0.11199573427438736,0.007857980206608772,0.9661747813224792,0.35720500349998474,0.6319665312767029,0.00849185697734356,0.7064393758773804,0.1
0.09907621145248413,0.11401601880788803,0.007602694444358349,0.9659150242805481,0.3690226376056671,0.6542046070098877,0.007452727761119604,0.767518937587738,0.1
0.08792188763618469,0.10091546922922134,0.002647165907546878,0.9699158072471619,0.0565115287899971,0.04682811722159386,0.0031151215080171824,1.0,0.1
0.08928924798965454,0.10687941312789917,0.0011648688232526183,0.9681492447853088,0.3235892355442047,0.5710395574569702,0.0027047088369727135,0.7851002812385559,0.1
0.08610434830188751,0.10325915366411209,0.0008864327101036906,0.9701236486434937,2.1952943801879883,4.327983856201172,0.0016453237039968371,0.0,0.1
0.08494690805673599,0.10479617863893509,0.0007645832374691963,0.9695001840591431,1.8036985397338867,3.5430102348327637,0.0018353243358433247,0.0,0.1
0.08037257194519043,0.0993444174528122,0.0007050121785141528,0.972773551940918,0.9420936703681946,1.8278425931930542,0.001068438054062426,0.20407196879386902,0.1
0.085452601313591,0.10997463017702103,0.0006438264390453696,0.9669021964073181,0.5013033151626587,0.9414938688278198,0.0015894012758508325,0.5047348737716675,0.1
0.06286942213773727,0.07371773570775986,0.0006203964003361762,0.982022225856781,0.20987631380558014,0.36819174885749817,0.0009448151686228812,0.919981062412262,0.01
0.060763660818338394,0.06496737897396088,0.0006841413560323417,0.9866985082626343,0.37578344345092773,0.6887646913528442,0.0008383056265302002,0.7244318127632141,0.01
0.07071532309055328,0.07498177886009216,0.0007913850713521242,0.9855034947395325,0.14045238494873047,0.2100285291671753,0.0007398477173410356,0.9308711886405945,0.01
0.08011022955179214,0.08732210844755173,0.000877441605553031,0.9816065430641174,0.059405215084552765,0.042990054935216904,0.0008972861105576158,0.9952651262283325,0.01
0.08819799870252609,0.09979531913995743,0.000952432572375983,0.9775018095970154,0.12251641601324081,0.16804642975330353,0.0008911954937502742,0.9665711522102356,0.01
0.10562947392463684,0.13786651194095612,0.0013290522620081902,0.9782811999320984,0.381202757358551,0.6887205243110657,0.0013936873292550445,0.7092803120613098,0.0009999999
0.13574515283107758,0.19423635303974152,0.0019666447769850492,0.9694482088088989,0.31188493967056274,0.5440471172332764,0.00171495764516294,0.7850378751754761,0.0009999999
0.16050629317760468,0.23828211426734924,0.002357684774324298,0.956354558467865,0.2770956754684448,0.46962887048721313,0.002003834117203951,0.8025568127632141,0.0009999999
0.17901363968849182,0.2708161771297455,0.002576255239546299,0.9498077630996704,1.0258448123931885,1.963138222694397,0.002155926777049899,0.21638257801532745,0.0009999999
0.1938420683145523,0.29680201411247253,0.002691999776288867,0.9463784694671631,0.5114393830299377,0.930592954158783,0.002226299373432994,0.5421401262283325,0.0009999999
0.25515642762184143,0.42706459760665894,0.002826238516718149,0.943053126335144,0.6127187013626099,1.1515519618988037,0.002538604661822319,0.44981059432029724,1e-04
0.36702340841293335,0.66705721616745,0.0030001881532371044,0.8898472189903259,0.34718042612075806,0.6344977021217346,0.00269694603048265,0.9886363744735718,1e-04
