loss,Softmax_loss,WTGenerator_loss,Softmax_accuracy,val_loss,val_Softmax_loss,val_WTGenerator_loss,val_Softmax_accuracy,lr
0.4614977538585663,0.6076871752738953,0.044185660779476166,0.7737230062484741,0.5121145844459534,0.8928965330123901,0.02492290735244751,0.44081440567970276,0.1
0.18186160922050476,0.28109097480773926,0.01826128363609314,0.9022654294967651,0.36659684777259827,0.6638702750205994,0.022748075425624847,0.7556818127632141,0.1
0.14632205665111542,0.23581185936927795,0.013608533889055252,0.9170216917991638,0.3630024194717407,0.6641916632652283,0.021942507475614548,0.6638257503509521,0.1
0.12714101374149323,0.20417854189872742,0.010658226907253265,0.9308947324752808,0.24165667593479156,0.42255857586860657,0.02287319488823414,0.890625,0.1
0.12281432747840881,0.1987578421831131,0.008933022618293762,0.9319858551025391,0.5130732655525208,0.9661065340042114,0.023101845756173134,0.6538825631141663,0.1
0.11167561262845993,0.1802060753107071,0.00764674786478281,0.9381170272827148,0.28062790632247925,0.5015535354614258,0.024864835664629936,0.8423295617103577,0.1
0.10848028212785721,0.17555540800094604,0.006907041650265455,0.9400395154953003,0.2554111182689667,0.45202910900115967,0.022843413054943085,0.8257575631141663,0.1
0.10264710336923599,0.16496796905994415,0.005773378536105156,0.9427933096885681,0.19847097992897034,0.3470621407032013,0.01777568832039833,0.9076704382896423,0.1
0.10382784157991409,0.16965201497077942,0.005220284219831228,0.942273736000061,0.32150399684906006,0.5960555672645569,0.014748930931091309,0.7566288113594055,0.1
0.09965083003044128,0.16141656041145325,0.004949562717229128,0.9447157979011536,0.17937080562114716,0.3077832758426666,0.018679574131965637,0.8811553120613098,0.1
0.1034172773361206,0.16969117522239685,0.004824775271117687,0.9424296021461487,0.42227834463119507,0.800093948841095,0.013165718875825405,0.6742424368858337,0.1
0.09220989793539047,0.14996305108070374,0.004599359817802906,0.9491322636604309,0.25423160195350647,0.4721549451351166,0.009034303016960621,0.7959280014038086,0.1
0.0895572379231453,0.14601555466651917,0.004291307181119919,0.9506390690803528,0.6103045344352722,1.1664851903915405,0.0249349195510149,0.5625,0.1
0.08615700900554657,0.13946381211280823,0.004168729763478041,0.9532889723777771,0.1684827208518982,0.29472577571868896,0.013346519321203232,0.8825757503509521,0.1
0.08397866040468216,0.13661374151706696,0.0038554391358047724,0.954795777797699,0.5111275315284729,0.9838573336601257,0.010962231084704399,0.5710227489471436,0.1
0.08114085346460342,0.1315024197101593,0.0036199218593537807,0.9565104246139526,0.2028403878211975,0.371137797832489,0.007782950531691313,0.8480113744735718,0.1
0.07737398892641068,0.12503229081630707,0.0035406590905040503,0.9591084122657776,0.14225035905838013,0.25193360447883606,0.0056155710481107235,0.9109848737716675,0.1
0.07771897315979004,0.12633614242076874,0.003507083049044013,0.9590044617652893,0.31603124737739563,0.5980095267295837,0.008794235996901989,0.8238636255264282,0.1
0.07617391645908356,0.12380277365446091,0.0035862720105797052,0.9599916934967041,0.26167142391204834,0.49077391624450684,0.007798973470926285,0.8110795617103577,0.1
0.07409822195768356,0.12011630088090897,0.0035338059533387423,0.9606152176856995,0.17390486598014832,0.3173806965351105,0.006102174986153841,0.890625,0.1
0.07478079944849014,0.1217452883720398,0.0034141226205974817,0.95993971824646,0.30482298135757446,0.5774558782577515,0.008694381453096867,0.8333333134651184,0.1
0.07202237844467163,0.11652971804141998,0.00346612767316401,0.9616023898124695,0.28428563475608826,0.5384253263473511,0.007182653062045574,0.7623106241226196,0.1
0.05418729409575462,0.08358943462371826,0.0032297756988555193,0.9751636981964111,0.3678323030471802,0.7086948752403259,0.006361446809023619,0.6680871248245239,0.01
0.046399980783462524,0.06839645653963089,0.003537160810083151,0.9831653237342834,0.40995359420776367,0.7908133864402771,0.007727744057774544,0.5748106241226196,0.01
0.04765904322266579,0.06927952915430069,0.003922887146472931,0.9837888479232788,0.6841894388198853,1.33842933177948,0.007193328347057104,0.6505681872367859,0.01
